"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57","triggerDataTransfer_shouldFail_whenDataFlowIsFinite()","","Mon May 18 12:24:13 UTC 2026","passed","Mon May 18 12:24:13 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsFinite"
"","50","4.3.3 Verify invalid access token - sub does not match DID document id","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","88","Provider gets 200 when asset selector has a valid criterion","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldPass_whenContractDefinitionHasCorrectAssetSelector"
"","5","verifyAgentId_whenNoMembershipCredential_forDsp08(DataspaceProfileContextRegistry)","","Mon May 18 12:25:40 UTC 2026","passed","Mon May 18 12:25:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp08"
"","5107","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon May 18 12:26:49 UTC 2026","passed","Mon May 18 12:26:54 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","8120","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon May 18 12:25:20 UTC 2026","passed","Mon May 18 12:25:28 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","7872","Contract policy is fulfilled ""MembershipCredential""","","Mon May 18 12:25:03 UTC 2026","passed","Mon May 18 12:25:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","5034","transferData_failing_withProxyOriginalResponse()","","Mon May 18 12:26:54 UTC 2026","passed","Mon May 18 12:26:59 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","32828","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires()","","Mon May 18 12:24:51 UTC 2026","passed","Mon May 18 12:25:24 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenDataProvisioningEndDatePolicyExpires"
"","352","Consumer gets catalog from the provider. No constraints.","","Mon May 18 12:23:57 UTC 2026","passed","Mon May 18 12:23:58 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","55","Policy is accepted ""Empty Policy""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","44","5.4.2.3 Verifier should reject an empty 'presentation' array","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_03_presentationResponse_emptyPresentations"
"","20309","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon May 18 12:23:57 UTC 2026","passed","Mon May 18 12:24:18 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","36","Verifier should resolve the DID from the prover's ID token","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","131","BusinessPartnerUpdated event is published","","Mon May 18 12:24:19 UTC 2026","passed","Mon May 18 12:24:19 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","83","refreshEdr_whenNotFound()","","Mon May 18 12:24:09 UTC 2026","passed","Mon May 18 12:24:09 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotFound"
"","92","5.4.3 Verifier should reject Presentations where the holder does not match the credentialSubject.id","","Mon May 18 12:24:07 UTC 2026","passed","Mon May 18 12:24:07 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_presentationResponse_holderNotEqualSubjectId"
"","83","Policy is accepted ""Access policy with empty permission""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","64","Policy is accepted ""Contract reference""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","7321","transferData_withSuspendResume()","","Mon May 18 12:27:25 UTC 2026","passed","Mon May 18 12:27:33 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","4710","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon May 18 12:26:07 UTC 2026","passed","Mon May 18 12:26:12 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","60","Policy is accepted ""Exclusive Usage""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2053","transferFile_azureToS3(Vault)","","Mon May 18 12:25:08 UTC 2026","passed","Mon May 18 12:25:10 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","2063","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon May 18 12:25:10 UTC 2026","passed","Mon May 18 12:25:12 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","1","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Mon May 18 12:25:40 UTC 2026","passed","Mon May 18 12:25:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","205","Expect the Catalog request to fail if a credential is revoked","","Mon May 18 12:26:00 UTC 2026","passed","Mon May 18 12:26:00 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","95","Policy is accepted ""Affiliates Region""","","Mon May 18 12:24:26 UTC 2026","passed","Mon May 18 12:24:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5921","Verify that the callbacks are invoked when negotiating an EDR","","Mon May 18 12:24:36 UTC 2026","passed","Mon May 18 12:24:42 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","org.eclipse.tractusx.edc.tests.edrv2.NegotiateEdrTest","negotiateEdr_shouldInvokeCallbacks"
"","5988","transferData_privateBackend()","","Mon May 18 12:25:17 UTC 2026","passed","Mon May 18 12:25:23 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend"
"","70","Policy is accepted ""Warranty""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","218","Multiple ContractDefinitions exist for one Asset","","Mon May 18 12:24:50 UTC 2026","passed","Mon May 18 12:24:50 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","2093","transferMultipleFile_success(Vault)","","Mon May 18 12:24:43 UTC 2026","passed","Mon May 18 12:24:45 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","51","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","Mon May 18 12:24:07 UTC 2026","passed","Mon May 18 12:24:07 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","55","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon May 18 12:26:00 UTC 2026","passed","Mon May 18 12:26:00 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","254","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon May 18 12:24:34 UTC 2026","passed","Mon May 18 12:24:34 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","7682","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon May 18 12:27:57 UTC 2026","passed","Mon May 18 12:28:05 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer_withLegacyUsagePolicy"
"","51","4.3.3 Verify invalid access token - incorrect aud","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","76","Policy is accepted ""Enforce data usage end date 1 day in the future""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","43","Policy is not accepted because definition is not correct ""Access Policy with prohibition rule""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","76","Policy is accepted ""Data Frequency""","","Mon May 18 12:24:26 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","8967","transferData_withExpiredEdr_shouldReturn4xx()","","Mon May 18 12:29:39 UTC 2026","passed","Mon May 18 12:29:48 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","191","Policy is not accepted because definition is not correct ""Usage policy with empty permission""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","111","Policy is accepted ""Precedence""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","40","Policy is not accepted due to missing context ""Data Frequency""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","47","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon May 18 12:24:13 UTC 2026","passed","Mon May 18 12:24:13 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","2291","Verify the refresh endpoint is not called when auto_refresh=false","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:08 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","69","Policy is accepted ""Data Usage End Date Definition""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","41","Policy is not accepted due to missing context ""Data Usage End Date Definition""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","51","Policy is not accepted due to missing context ""Contract reference""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","45","Policy is not accepted due to missing context ""Jurisdiction Location Reference""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","58","5.4.3.6 Verifier should reject a credential that is not yet valid","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_notYetValidCredential"
"","25","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon May 18 12:24:14 UTC 2026","passed","Mon May 18 12:24:14 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","31","Verifier should reject an auth token without the Bearer prefix","","Mon May 18 12:24:05 UTC 2026","passed","Mon May 18 12:24:05 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","59","Policy is accepted ""Confidential Information Sharing""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","78","Policy is not accepted because definition is not correct ""Access policy permission with not allowed constraints""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2431","Refresh token is null or empty (missing) [1] null","","Mon May 18 12:23:44 UTC 2026","passed","Mon May 18 12:23:46 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","66","4.3.1 Verifier should reject an ID token that does not contain an access token","","Mon May 18 12:24:05 UTC 2026","passed","Mon May 18 12:24:05 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_01_presentationResponse_idTokenNoTokenClaim"
"","5647","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon May 18 12:25:11 UTC 2026","passed","Mon May 18 12:25:17 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","2424","The authentication token misses required claims: audience","","Mon May 18 12:23:56 UTC 2026","passed","Mon May 18 12:23:58 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","2097","discoveryShouldReturn400_ifRequestHasMissingProps()","","Mon May 18 12:23:39 UTC 2026","passed","Mon May 18 12:23:41 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturn400_ifRequestHasMissingProps"
"","2051","transferFile_s3ToAzure(Vault)","","Mon May 18 12:25:06 UTC 2026","passed","Mon May 18 12:25:08 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzure"
"","50","Policy is not accepted due to missing context ""Confidential Information Measures""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","87","4.3.3 Verify invalid access token - iss and sub different","","Mon May 18 12:24:05 UTC 2026","passed","Mon May 18 12:24:05 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidSub"
"","71","Policy is accepted ""Affiliates BPNL""","","Mon May 18 12:24:26 UTC 2026","passed","Mon May 18 12:24:26 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2254","BusinessPartnerCreated event is published","","Mon May 18 12:24:17 UTC 2026","passed","Mon May 18 12:24:19 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerCreatedEvent"
"","2417","The refresh token does not match the stored one","","Mon May 18 12:23:51 UTC 2026","passed","Mon May 18 12:23:54 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","25","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier()","","Mon May 18 12:24:14 UTC 2026","passed","Mon May 18 12:24:14 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn08DspParams_whenDsp2025NotAvailable_DidAsIdentifier"
"","262","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon May 18 12:24:50 UTC 2026","passed","Mon May 18 12:24:50 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
"","63","Policy is accepted ""Liability""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","2419","The sign key of the authentication token is different from the public key from the DID","","Mon May 18 12:23:54 UTC 2026","passed","Mon May 18 12:23:56 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","60","Policy is not accepted due to missing context ""Usage Purpose""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","61","Policy is accepted ""Warranty Definition""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","123","discoveryShouldReturn400_whenNoProtocolsAvailable()","","Mon May 18 12:24:14 UTC 2026","passed","Mon May 18 12:24:14 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenNoProtocolsAvailable"
"","8197","transferFile_success()","","Mon May 18 12:25:36 UTC 2026","passed","Mon May 18 12:25:44 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_success"
"","5015","transferData_privateBackend()","","Mon May 18 12:26:11 UTC 2026","passed","Mon May 18 12:26:16 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","6128","httpPushDataTransfer()","","Mon May 18 12:28:05 UTC 2026","passed","Mon May 18 12:28:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
"","49","Policy is not accepted due to missing context ""Business Partner Group""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","119","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","24939","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon May 18 12:24:18 UTC 2026","passed","Mon May 18 12:24:43 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","12717","httpPushNonFiniteDataTransfer()","","Mon May 18 12:28:56 UTC 2026","passed","Mon May 18 12:29:09 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushNonFiniteDataTransfer"
